frequency f1 f2 f3 f4 f5 f6 f7 f8 f9 f10 f11 f12 f13 f14 f15 f16 f17 f18 f19 f20
6007.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000240 0.001002 nan
6015.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000227 0.001014 nan
6023.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000213 0.001026 nan
6031.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000199 0.001038 nan
6039.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000185 0.001051 nan
6046.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000171 0.001063 nan
6054.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000157 0.001075 nan
6062.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000144 0.001087 nan
6070.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000130 0.001100 nan
6078.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000116 0.001112 nan
6085.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000102 0.001124 nan
6093.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000088 0.001136 nan
6101.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000075 0.001149 nan
6109.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000061 0.001161 nan
6117.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000047 0.001173 nan
6125.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000033 0.001185 nan
6132.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000019 0.001198 nan
6140.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000005 0.001210 0.000000
6148.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000000 0.001208 0.000006
6156.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001197 0.000016
6164.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001186 0.000025
6171.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001175 0.000035
6179.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001165 0.000044
6187.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001154 0.000054
6195.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001143 0.000064
6203.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001132 0.000073
6210.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001121 0.000083
6218.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001110 0.000093
6226.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001099 0.000102
6234.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001088 0.000112
6242.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001078 0.000122
6250.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001067 0.000131
6257.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001056 0.000141
6265.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001045 0.000151
6273.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001034 0.000160
6281.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001023 0.000170
6289.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001012 0.000180
6296.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001001 0.000189
6304.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000991 0.000199
6312.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000980 0.000208
6320.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000969 0.000218
6328.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000958 0.000228
6335.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000947 0.000237
6343.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000936 0.000247
6351.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000925 0.000257
6359.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000914 0.000266
6367.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000904 0.000276
6375.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000893 0.000286
6382.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000882 0.000295
6390.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000871 0.000305
6398.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000860 0.000315
6406.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000849 0.000324
6414.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000838 0.000334
6421.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000827 0.000344
6429.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000817 0.000353
6437.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000806 0.000363
6445.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000795 0.000372
6453.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000784 0.000382
6460.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000773 0.000392
6468.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000762 0.000401
6476.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000751 0.000411
6484.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000740 0.000421
6492.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000730 0.000430
6500.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000719 0.000440
6507.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000708 0.000450
6515.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000697 0.000459
6523.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000686 0.000469
6531.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000675 0.000479
6539.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000664 0.000488
6546.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000653 0.000498
6554.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000643 0.000508
6562.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000632 0.000517
6570.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000621 0.000527
6578.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000610 0.000536
6585.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000599 0.000546
6593.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000588 0.000556
6601.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000577 0.000565
6609.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000566 0.000575
6617.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000556 0.000585
6625.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000545 0.000594
6632.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000534 0.000604
6640.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000523 0.000614
6648.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000512 0.000623
6656.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000501 0.000633
6664.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000490 0.000643
6671.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000479 0.000652
6679.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000469 0.000662
6687.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000458 0.000672
6695.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000447 0.000681
6703.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000436 0.000691
6710.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000425 0.000700
6718.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000414 0.000710
6726.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000403 0.000720
6734.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000392 0.000729
6742.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000381 0.000739
6750.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000371 0.000749
6757.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000360 0.000758
6765.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000349 0.000768
6773.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000338 0.000778
6781.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000327 0.000787
6789.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000316 0.000797
6796.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000305 0.000807
6804.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000294 0.000816
6812.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000284 0.000826
6820.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000273 0.000836
6828.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000262 0.000845
6835.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000251 0.000855
6843.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000240 0.000864
6851.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000229 0.000874
6859.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000218 0.000884
6867.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000207 0.000893
6875.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000197 0.000903
6882.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000186 0.000913
6890.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000175 0.000922
6898.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000164 0.000932
6906.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000153 0.000942
6914.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000142 0.000951
6921.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000131 0.000961
6929.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000120 0.000971
6937.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000110 0.000980
6945.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000099 0.000990
6953.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000088 0.000999
6960.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000077 0.001009
6968.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000066 0.001019
6976.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000055 0.001028
6984.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000044 0.001038
6992.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000033 0.001048
7000.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000023 0.001057
7007.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000012 0.001067
7015.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000001 0.001077
7023.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000000 0.001069
7031.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001061
7039.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001052
7046.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001044
7054.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001035
7062.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001027
7070.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001018
7078.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001010
7085.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.001001
7093.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000992
7101.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000984
7109.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000975
7117.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000967
7125.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000958
7132.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000950
7140.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000941
7148.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000933
7156.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000924
7164.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000915
7171.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000907
7179.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000898
7187.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000890
7195.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000881
7203.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000873
7210.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000864
7218.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000856
7226.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000847
7234.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000838
7242.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000830
7250.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000821
7257.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000813
7265.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000804
7273.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000796
7281.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000787
7289.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000779
7296.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000770
7304.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000761
7312.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000753
7320.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000744
7328.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000736
7335.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000727
7343.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000719
7351.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000710
7359.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000702
7367.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000693
7375.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000684
7382.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000676
7390.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000667
7398.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000659
7406.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000650
7414.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000642
7421.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000633
7429.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000625
7437.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000616
7445.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000607
7453.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000599
7460.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000590
7468.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000582
7476.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000573
7484.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000565
7492.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000556
7500.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000548
7507.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000539
7515.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000530
7523.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000522
7531.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000513
7539.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000505
7546.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000496
7554.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000488
7562.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000479
7570.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000471
7578.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000462
7585.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000453
7593.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000445
7601.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000436
7609.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000428
7617.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000419
7625.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000411
7632.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000402
7640.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000394
7648.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000385
7656.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000376
7664.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000368
7671.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000359
7679.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000351
7687.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000342
7695.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000334
7703.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000325
7710.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000317
7718.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000308
7726.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000299
7734.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000291
7742.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000282
7750.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000274
7757.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000265
7765.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000257
7773.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000248
7781.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000240
7789.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000231
7796.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000222
7804.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000214
7812.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000205
7820.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000197
7828.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000188
7835.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000180
7843.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000171
7851.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000163
7859.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000154
7867.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000145
7875.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000137
7882.812500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000128
7890.625000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000120
7898.437500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000111
7906.250000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000103
7914.062500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000094
7921.875000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000086
7929.687500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000077
7937.500000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000068
7945.312500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000060
7953.125000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000051
7960.937500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000043
7968.750000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000034
7976.562500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000026
7984.375000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000017
7992.187500 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000009
8000.000000 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000000
